,0
8968,안녕하세요~ 아이톡투 입니다!포스팅 잘 보고 가요~ 뭔가 나무나무 하니까 자연에 취하는 기분 소확행 이쥬 ! :)제 블로그도 한 번 와주세요~ '아이톡투' 어플을 통해서  기쁨님의 정보꿀팁이나 일상을 소통하면서 지내고 싶어요!
8969,"안녕하세요~포스팅 잘 보고 갑니다.좋은 하루 보내세요~^^발, 발가락에 대한 유익한 건강정보가 많이 있는 유투브 링크입니다. ㅎㅎhttps://www.youtube.com/channel/UCXNspTDRHyuv0ZPJthlqk2g유익한 정보 많이 얻어가세요`^^"
8970,작성하신 블로그 포스팅 잘 봐서 공감도 누르고 갑니당~홈페이지형 블로그 등 다양한 콘텐츠도 있으니 서로 자주 소통하며 지내요~이번 주의 시작인 월요일입니다! 이번 주도 좋은 일만 있길 바랄게요!! 시간 될 때 답방도 부탁드릴게요~!^^
8971,작은기쁨님 다녀갑니다^^ 틈틈히 들릴게요~
8972,역쉬 작은기쁨님~ 캠핑 색감 장난아니에요~ 컵도 걸어두니  더 특별해보이네요 솜씨최고예요
8973,아앗 그리말씀해주시니 감사합니다 제인프로님~>.< 남은 오후도 좋은시간 되세요~~🧡
8974,와~ 저는 캠알못이라 잘모르지만 저런 분위기의 캠핑이라면 길바닥에서 자도 기분 좋을것 같고요. 셀프로 저런걸 만드시는 금손이시라니 .. 저런것도 셀프가 가능하다는 걸 오늘에야 알았어요. 대박대박!!
8975,대단 하세요~^^장비들이 모두 우드네요부럽습니다
8976,너무 깔끔하고이쁘네용
8977,세상에심지어 금손이셨네요ㄷㄷ
8978,커피머신기가 오토캠장에서 사용이가능한가요? 일리인거같은데 w수가 캠장이600w인걸로아는데... 1100w라 사용이되는지 궁금하네요^^ 캠장서 캡슐커피 마시고 싶어서요^^;;
8979,안녕하세요~^^ 저도 처음에 어떤 캠퍼님이 인스타에 올리신걸 보고 두번정도 가지고 갔었는데 알고보니 와트수가 어마어마하더라구요~ 그래서 지금은 가지고 다니질 않고있어요^^;; 지금생각해보면 전기다운 안된게 어찌나 다행인지;; 이역시 다른 캠퍼님이 알려주셔서 뒤늦게 알게 됐는데 저같은 실수하시지 마시길 바래요^^;;;
8980,네~^^역시 안되는 거군요...우연히 여기까지 왔는데 자작하시는 용품들 부러워 죽겠네요ㅎ 다 가지고 싶네요ㅎ
8981,아아 만들땐 좀 귀찮고 힘들지만 갖고다닐땐 또 뿌듯하더라구요^^ 감사합니다~ 일리머신 내용은 덕분에 포스팅내용에도 추가해두었어요^^ 좋은하루 되세요~^^
8982,와...홀..정말 금손이시네요!캠핑가서 정리정돈이 아쉬울때가 많은 데그럴 때 3단 쉘프있으면 너무 좋을 거같아요ㅠㅠ나중에 시도해봐야겠어요ㅠ
8983,우드 갬성 좋네요^^
8984,저도 좋은 정보 공유드려요~~클리비오 블로그에도 놀러와 주세요.저희가 이번에 새로 개발한 캠핑용선풍기 소개드립니다.가장 자연바람에 가깝게 개발한 예쁜 디자인의폴딩선풍기랍니다.출시기념으로 할인공급하고 있으니올여름을 위해 실속있는 제품으로 마련해보세요.감사합니다.https://m.blog.naver.com/PostView.naver?blogId=wainnotech&logNo=222373440050&navType=tl
8985,와~ 대단하십니다  이웃추가했어요. 자주 들를게요.
8986,우와 진짜 금손이십니다 😊😊
8987,캠핑용품들이 너무 예뻐서 캠핑 할만 나겠네요~ 포스팅 글 잘보고 갑니다 ^^
8988,안녕하세요❣ 글잘보가용❣제 블로그도 놀러오세요❣
8989,안녕하세요 잇님~ 포스팅 잘 보고 갑니다~~~^^남은 오후도 파이팅 하시고 저희 블로그도 잠시 들러주세요~
8990,와..정말 대단하시네요.. 금손👍👍 저는 이제 막 캠핑을 시작한 캠린이에용..ㅠ 자주 소통해요♡.♡ 답방 와쥬실꺼죠?🙋‍♀️  제 블로그도 놀러와주세효☺
8991,저는 놀러는 좋고 소풍도 좋지만 벌레를 싫어하고 잠은 편하게 자야하기때문에 캠핑은 여럿이 가는거 아니면 크게 안좋아해용 근데도 이런 사진보면 좋이네요 ㅎㅎ
8992,"일주일의 절반이 지나고 있습니다.네, 목요일입니다!!불타는 금요일이 한발 앞으로 다가온 지금.힘을 내보죠!시간나시면 제 블로그 한번 들러주세요!"
8993,"사진이 정말 예술입니다! 잡지 화보 보는 것 같네요ㅎㅎㅎ총알볼트, 번데기너트ㅎㅎㅎ 여기서 보니 반갑네요"
8994,얼마만에 방문하는지 모르겠어요.. 여전히 리폼 잘하고 계시네요..  멋져요~~캠핑도 넘 갬성갬성하네요..
8995,안녕하세요~~ 오랜만에 찾아주셔서 감사드려요^^ 해외여행 못가는대신 캠핑으로 달래고 있답니다^^코로나 조심하시고 건강한 여름 나세요~~^^
8996,손만 대니 척척 만들어지고 멋지십니다~~휴가철인데 잼있는 캠핑 보내세요^^
8997,감사합니다~ 윤디님도 코로나 조심하시고 즐거운 여름 되세요~~^^
8998,원하는대로 하나하나 맞춰가면서 예쁨은 유지하는게 대단하세요!
8999,혹시나 주전자와 컵 정보 좀 알수 있을까요? 장비들이 너무나 예뻐요 ㅠㅠ 부러워요~
9000,안녕하세요~ 예쁘게 봐주셔서 감사합니다^^ 주전자는 카이코 법랑주전자로 검색하시면 찾으실수있구요~ 컵은 화이트 법랑머그로 검색해서 구입했던것 같은데 지금은 구매정보를 찾을수가 없네요ㅡㅜ
9001,건강 유의하시고 즐거운 한주 되세요 ^^
9002,의외로 리본핀이 ..많이 어렵진 않죠 ^^이렇게 한쪽에 레이스를 해주는것도 이쁜거 같아요
9003,너무 귀여워용^^
9004,어머나 너무 귀엽습니다 말괄량이님을 쏙 빼닮은 이쁜이예요리본핀까지 하니까 사랑스러움 추가 보고만 있어도 행복해지네요
9005,작아서 더 만들기 어려우셨을텐데~~넘 예쁘네요~^^♡
9006,헌쪽에 레이스가 들어가니 더 러블리합니다!!!!!이쁜 별이 리본핀하고 더 이뻐졌어요^^
9007,잘 보고 갑니다.시작하는 한 주 잘 보내세요~~~
9008,색다른 방법이네요^^
9009,와!!! 잘만들었져!!!!❤️
9010,"정말,,?"
9011,오호! 다양한 실 추가해서 하니까 알록달록하고 넘이뿐거같아요ㅎㅎ저도 자수 관심있는데 넘어려울꺼같네여ㅜㅜㅋㅋㅋㅋㅋㅋ
9012,네 어려워요 ㅠ
9013,전 잘 못하는데...어려울듯요.
9014,ㅠㅠ 어려운데 다음엔 다른거 도전하고 싶어져요 ㅋㅋ
9015,안녕하세용.하루의 주문~💝💝💝오늘은 하루 종일 즐겁길오늘은 하루 종일 밝게웃길오는은 하루 종일 기쁘길오늘은 하루 종일 사랑받길오늘은 하루 종일 행복하길오늘은 멋진 하루 가되길오늘은 기분 좋은 하루가되길
9016,
9017,작성하신 블로그 포스팅 잘 봐서 공감도 누르고 갑니당~홈페이지형 블로그 등 다양한 콘텐츠도 있으니 서로 자주 소통하며 지내요~이번 주의 시작인 월요일입니다! 이번 주도 좋은 일만 있길 바랄게요!! 시간 될 때 답방도 부탁드릴게요~!^^
9018,잘 보고 갑니다~! 좋은 포스팅 감사해요~
9019,"지나가다가 포스팅 보게되었는데
알차고 유익한 정보가 많은것 같아요^^
시간되실때 제 블로그도 한번 방문부탁드립니다~!
좋은하루되세요^^"
9020,"지나가다가 포스팅 보게되었는데
알차고 유익한 정보가 많은것 같아요^^
시간되실때 제 블로그도 한번 방문부탁드립니다~!
좋은하루되세요^^"
9021,"지나가다가 포스팅 보게되었는데
알차고 유익한 정보가 많은것 같아요^^
시간되실때 제 블로그도 한번 방문부탁드립니다~!
좋은하루되세요^^"
9022,"안녕하세요 저는 it 블로그 운영하고 있는 세이랍니다.
자주 블로그 오도록 하겠습니다! 서이추도 살짝 하고 가요"
9023,안녕하세요~ 예쁜 블로그 잘 보고 갑니다  ㅎㅎ이웃하고 소통하며 지내요 ^-^오늘도 많이 많이 행복하세요 !!!
9024,와 금손이시네요! 저 재봉틀 손에서 놓은지 너무 오래되서 다 기억도 안나네요ㅠㅠ
9025,감사합니다~~^^오랜만에 바느질 해보시는것도 좋을것 같아요~옛 추억 새록새록요~
9026,겨울엔 집안에서도 꼭 필요한 룸슈즈죠미끄럼 방지도 되어서 좋고체크무늬 원단 이뻐요~
9027,실내용 슬리퍼는 미끄럼방지필수지요~~^^즐거운 한 주 되세요~깜장냥이님:)
9028,우왕제가 좋아하는 체크 룸슈즈 넘 고급져요^^
9029,체크가 유니크하면서 레트로한 느낌이 있어저도 좋아해요~~ㅎㅎ
9030,캬~~누가 이작품들을 손수만든줄알겠어요?ㅋㅋ
9031,메기님 정도면 사뿐히 맹그실수있을듯한~ㅎ감사합니다^^
9032,^^ 수제 미니어처들 모아 놓으니 정말 많이 만드셨군요~ㅎㅎ저는 태양열을 이용한 전동 킥보드가 귀욤돋아요~ㅋㅋ그래선지.. 땡벌님 광고에도 킥보드 제품들이 올라오네요~~ㅋㅋ
9033,^^미니어처와 거리가먼데 미니어처느낌 나는가봐요?ㅎ전동킥보드가 귀요미이긴하죠 ㅎ 감사합니다^^
9034,구즈 만들어서 판매하셔도 될듯하네요. 어린아이들이 좋아하지 않을까요?아님 그것을 만드는 과정이나 준비물들 이런것들을 아이들 대상으로보여주는 유투브컨텐츠도 좋구요 워낙 손재주 없는 아들 보니 그런 생각이 듭니다.없어도 너무 없다는 ㅜ.ㅜ
9035,안그래도 조언해주신대로 유튜브도 생각하고 있네요^^근데 시간이 주말말고는 없어서 ㅠㅠ 것도 고려해봐야겠고 아들분 ㅎㅎ좋게봐주셔 감사합니다^^
9036,창의적이고 독창적인 감성이 멋진 땡벌님의 컬렉션..
9037,자작품중 절반은 허리님이 소개해준 핀터레스트 영향좀 받았네요 ㅎ감사합니다^^
9038,좋은 글 잘 보았어요 ^^...편안한 시간 보내세요.~~~
9039,ㅎㅎㅎ 다들 한번씩 봤던 작품들이라 반갑네요^^ 비행기 아직 이륙 안했나요^^?
9040,뱡기는 컨디션이 좋을때만 이륙하는데 어제 잠시 이륙한후 착륙했는데영상에 못담아서 그게 가장 아쉽네요^^
9041,"땡벌님님 유익하고 알찬 내용들이 많네요  
눈팅하고 있답니다 ㅎㅎ"
9042,다들 정말 멋진 장난감들입니다ㅎㅎ 작품 볼때마다 땡벌님의 손재주에 감탄하고 가요ㅎㅎ
9043,갑오징어님이 늘 좋게봐주시니 감사할따름입니다.꾸벅~^^
9044,잘 보고 갑니다 :) 남은 오후도 의미 있는 시간되시길^^
9045,이쁘네요^^ 간단하지만 직접 만드니 더 애정가득하겠어요
9046,아이가 직접 만들 수 있다는게 더 의미있는 것 같아요 공기정화에도 도움이되구요~~😁😁
9047,저걸로 액자도 만들어서 팔더라리빙페어인지 하튼 갔다가 하나 사고싶어서 보던 기억이 나네결국 사지는 않았지만
9048,나이 드니까 식물이 좋더라...예쁜 식물들 잘 키우는거 보면 부러움~
9049,스칸디아모스가 공기정화 식물이라 집에 두면 좋더라고요.집접 꾸며보니 더 좋은듯요.~♡
9050,블로그 글 잘 봤습니다 좋은하루 되세요언제 한 번 답방해주세요
9051,번창하세요~
9052,"손수짓는세상 2021년, 종이자수 DIY Kit 잘 봤습니다.,"
9053,황금손들 손드실시간입니다~
9054,멋진 나눔 응원한가득 드립니다.
9055,멋진 나눔 응원합니다
9056,손들어 봅니다.https://m.blog.naver.com/movie2744/222455359401
9057,응원 드립니다😍
9058,손 번쩍 들어요~ ^^
9059,응원가득가득이요^^
9060,소중한 나눔 손들어보아요
9061,저 손들어봅니다..얼마전에 마스크 만들어서 기부 했는데 또 할 예정이라 손들어 봐요
9062,응원합니다~~~
9063,멋진 나눔 응원합니다^^
9064,와 좋은나눔하시네요~ 마스크키트도 집게도 유용하게 잘 사용할 수 있습니다!! 저도 줄서고갑니다!!
9065,손들어봅니다^^
9066,손들어봅니다~~~
9067,신청합니다 :D
9068,멋진 나눔 응원합니다~^^
9069,응원해요 안담아지네욬ㅋㅋㅋㅋㅋㅋㅋ
9070,마감=====
9071,똥손이라 마스크는 자신없고 집게에만 손들면 곤란하시지요?ㅋ
9072,"포스팅 잘 봤어요 ・∀・
자주뵈어요 ~!"
9073,잘 보구 가요~추운 날씨~따듯하고 즐거운 하루 되세요~^^*
9074,감사합니다. 좋은하루 보내세요!
9075,"님 반가워요 ㅎ 
메인 사진이랑 분위기가 좋아요 ㅎ
친하게 지내고 싶어요 ㅎㅎ ^^
서로이웃 신청하고 갑니다 .."
9076,네 감사합니다~
9077,"안녕하세요 ^---^
블로그 지인으로으로 소통하고 싶어요 ㅎ
 '생일카드 만들기 DIY 도안' < 요 포스팅 잘 보고 갑니당 
자주 소통할께요 ^---^ ㅎ"
9078,넵~!
9079,"안녕하세요 
 오늘도 좋은 하루 되시길 바래요~ 츄리님 ^^
블로그 순회하면서 인사드려요!
자주 소통해요 ㅎㅎ 
구경 잘 하고 가요~"
9080,"1,6,7,15 만들어보고싶네요"
9081,"안녕하세요~^^2,4,7번 한번 만들어 보고 싶네요~"
9082,다 괜찮은데 강의하기엔1 2번이 좋을것같고 제 마음에 드는건9번이요ㅎ
9083,난 6번
9084,4 8 16번만들어보고싶어요
9085,"1,2,3번이요~~"
9086,2.8.9.10번이요
9087,3.10
9088,"8,13,16,20,21,22번이요~!!ㅎㅎ"
9089,"1,5,10,16^^"
9090,1번 2번이용♡실력만된다면 다만들어보고싶으네용
9091,1.7.12번이요
9092,2.4.9.17.18
9093,7번 3번 12번이요
9094,17 18 19 22 요
9095,"2,4,7,13"
9096,"2,4,13 맘에 듬"
9097,5 6 9-2 15 17 18직접 만드는거니까 귀여운게 좋아요 ㅎㅎㅎㅎ
9098,2 17 18 20
9099,8번 9번시리즈는 다 맘에 들어요
9100,2번 맘에들어요
9101,3.10.13.20  다이뽀여~
9102,ㅎㅎㅎ아이들이랑 재미있게 놀았으면 꼭 결과물 유지되지 않아도 의미있는 시간이었으니 된거죠( ´ ▽ ` )ﾉㅋㅋ
9103,와 요새 니트레터링은 뜨개질 해서 하는 게 아니고 엄청 쉽게 만들 수 있도록 나오네요! 야심차게 준비했는데 그거 좋아해주면 최고지요^^ 다음에 나머지는 더 잘 만들 거 같아요😍
9104,와우 짬짬이 멋지게 진행되네요완성샷을 기대해봅니다
9105,완성본이 기대되네요 ^^ 포스팅 잘 보고 갑니다
9106,기대되네요 완성 작이 워낙 손재주가 좋으셔서 마구 기대됩니다 ㅎㅎ
9107,와~ 정성스런 포스팅 잘보고갑니다^^ 감사합니다:D
9108,⚪ྎᭂ─ͥ─ͦ─ͮ─ͤᱝ🍃❤̆̈ 💞사랑의 공식💞🍄 내가 가진 것과 당신이 가진 것을 더하면그것은 만남 입니다. 내가 가진 것에 당신이 가진 것을 빼면그것은 그리움이죠. 내가 가진 것에 당신이 가진 것을 곱하면그것은 행복이며 내가 가진 것에 당신이 가진 것을 나누면 그것은 슬픔 이랍니다. 그러나내가 가진 것과 당신이 가진 것을더하고 빼고 곱하고 나누어도 하나라면그것은 바로 사랑 입니다. 🍃💖ꦿꦿꦿꦿ🍃꧁⚪̆̈ྕ🍃꧂💖ꦿꦿ▀██▀ 고운오후시간~되세요 ⚪ꦿꦿ
9109,"안녕하세요~~
블로그놀러왔다가 구성과 내용이 좋아서
댓글남기고 갑니다^^"
9110,앗 패키지 였군영~완성 모습 기대되어용♡
9111,diy미니어쳐 저도 사놨는데 드디어 해봐야겠어요:)서로 소통하고 지내용>~<🌈제 블로그에도 놀러와주세영🌈
9112,블로그 들렸다 가요좋은 하루 되세요 ^^
9113,ㅜㅜㅜㅜㅜㅜㅜ오마이갓 너무귀여워요....👼🤍
9114,감사합니다 <3<3
9115,👉진짜 넓고 쾌적해보이고. .아이들이 좋아할 것같아요.어른이?들도 너무 좋을 것 같네요. 저도 가서 만들어 보고 싶네요~~😍
9116,신청은 어떻게하는건가요?
9117,'이천목재문화체험장' 홈페이지에서 체험 프로그램 확인 후  전화로 예약하시면 됩니다. 본문에 보시면 전화번호와 홈페이지 링크가 있습니다.
